CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F576,F580,F584,F637,F638,F588,F639,F640,F641,F642,F592,F643,F644,F645,F646,F647,F648,F649,F596,F650,F651,F652,F653,F600,F654,F655,F656,F657,F658,F659,F604,F660,F661,F662,F663,F608,F664,F665,F666,F667,F668,F669,F670,F612,F671,F672,F673,F674,F675,F616,F620,F624,F628,F632,F636
2421,E05001414,Armley,"Wards and Electoral Divisions",WED,19184,1255,222,0,222,1033,569,372,68,24,3093,1980,1586,206,168,20,683,430,2406,1418,740,186,62,1324,297,291,6,1027,1020,7,1548,908,640,567,73,3248,924,1300,309,397,7,233,78,3292,378,456,893,1542,23,1757,1139,618,1261,1261,0
2422,E05001415,"Beeston and Holbeck","Wards and Electoral Divisions",WED,15976,791,174,1,173,617,340,232,32,13,2233,1388,1095,164,104,25,520,325,2087,1183,702,152,50,1119,254,254,0,865,859,6,1269,764,505,444,61,2870,833,1132,295,295,8,238,69,2752,290,388,732,1330,12,1647,1104,543,1208,1208,0
2423,E05001416,"Bramley and Stanningley","Wards and Electoral Divisions",WED,15649,1215,273,0,273,942,491,395,45,11,2812,1767,1412,233,101,21,631,414,2217,1361,627,163,66,1103,240,240,0,863,853,10,1260,687,573,522,51,2729,752,1065,300,310,10,237,55,2324,296,304,754,963,7,994,640,354,995,995,0
2424,E05001417,"Burmantofts and Richmond Hill","Wards and Electoral Divisions",WED,18074,672,113,0,113,559,326,192,35,6,2195,1465,1227,144,78,16,454,276,1960,1052,577,274,57,914,248,248,0,666,665,1,1242,740,502,447,55,3220,846,1506,260,375,6,181,46,3495,387,438,779,1883,8,2450,1688,762,1926,1926,0
2425,E05001418,"Calverley and Farsley","Wards and Electoral Divisions",WED,16724,2194,460,3,457,1734,931,659,115,29,4084,2781,2215,361,168,37,811,492,2578,1618,701,183,76,1553,409,404,5,1144,1119,25,1156,583,573,526,47,2073,632,739,192,221,5,215,69,1558,207,237,562,542,10,564,389,175,964,964,0
2426,E05001419,"Chapel Allerton","Wards and Electoral Divisions",WED,17682,2339,297,1,296,2042,1320,560,135,27,3870,2959,2394,254,278,33,591,320,1925,1051,641,197,36,1127,231,226,5,896,890,6,881,533,348,306,42,2151,570,1045,121,180,4,141,90,1675,239,220,365,840,11,1746,1251,495,1968,1968,0
2427,E05001420,"City and Hunslet","Wards and Electoral Divisions",WED,28467,3451,346,3,343,3105,1956,950,147,52,4588,3171,2377,518,203,73,1037,380,2490,1418,782,226,64,1092,286,286,0,806,804,2,1338,854,484,427,57,2706,792,1147,209,311,7,184,56,2610,382,362,557,1301,8,2287,1644,643,7905,7905,0
2428,E05001421,"Cross Gates and Whinmoor","Wards and Electoral Divisions",WED,15934,1091,279,1,278,812,429,327,48,8,2962,1776,1442,206,104,24,733,453,2555,1511,733,216,95,1234,269,265,4,965,956,9,1397,745,652,586,66,2821,875,1117,269,227,7,262,64,2144,316,217,742,853,16,745,453,292,985,985,0
2429,E05001422,"Farnley and Wortley","Wards and Electoral Divisions",WED,17708,1226,314,0,314,912,471,387,43,11,3121,1863,1528,208,93,34,792,466,2779,1670,827,188,94,1358,306,303,3,1052,1036,16,1510,768,742,677,65,2955,912,1071,297,277,9,304,85,2653,328,271,894,1143,17,1016,596,420,1090,1090,0
2430,E05001423,"Garforth and Swillington","Wards and Electoral Divisions",WED,14552,1373,376,1,375,997,503,412,61,21,3218,1956,1594,234,94,34,723,539,2437,1546,617,168,106,1195,314,302,12,881,856,25,1222,578,644,581,63,2246,734,816,171,193,14,241,77,1525,225,141,585,567,7,360,227,133,976,976,0
2431,E05001424,"Gipton and Harehills","Wards and Electoral Divisions",WED,18067,600,97,0,97,503,307,150,40,6,1749,1190,1020,88,68,14,337,222,1607,824,580,173,30,1458,325,324,1,1133,1129,4,1168,623,545,500,45,3083,843,1429,219,347,6,180,59,2767,354,419,514,1473,7,3544,2822,722,2091,2091,0
2432,E05001425,"Guiseley and Rawdon","Wards and Electoral Divisions",WED,16255,2553,562,2,560,1991,1007,736,211,37,4261,2838,2220,353,220,45,928,495,2462,1540,679,177,66,1662,437,428,9,1225,1190,35,987,523,464,394,70,1895,570,718,125,185,9,223,65,1151,229,110,380,422,10,354,190,164,930,930,0
2433,E05001426,Harewood,"Wards and Electoral Divisions",WED,13197,2614,650,9,641,1964,1025,522,363,54,3755,2307,1699,245,293,70,1052,396,1802,1262,398,98,44,1640,583,552,31,1057,976,81,574,307,267,247,20,1141,392,369,64,78,19,177,42,625,158,50,208,199,10,280,158,122,766,766,0
2434,E05001427,Headingley,"Wards and Electoral Divisions",WED,19288,983,81,1,80,902,630,214,46,12,1622,1250,998,124,112,16,237,135,902,501,276,106,19,375,78,77,1,297,296,1,377,262,115,110,5,792,275,329,41,41,2,69,35,523,197,49,101,171,5,571,377,194,13143,13143,0
2435,E05001428,Horsforth,"Wards and Electoral Divisions",WED,15885,2858,555,3,552,2303,1274,754,228,47,4455,3086,2458,331,236,61,911,458,2281,1495,562,157,67,1386,381,373,8,1005,988,17,775,408,367,331,36,1486,447,574,99,103,9,183,71,967,206,84,331,340,6,384,238,146,1293,1293,0
2436,E05001429,"Hyde Park and Woodhouse","Wards and Electoral Divisions",WED,22870,836,72,0,72,764,557,150,47,10,1593,1137,859,109,144,25,311,145,1166,612,398,137,19,581,145,144,1,436,434,2,691,460,231,211,20,1558,465,730,90,136,3,96,38,1306,247,139,229,682,9,1554,1148,406,13585,13585,0
2437,E05001430,"Killingbeck and Seacroft","Wards and Electoral Divisions",WED,16656,745,170,0,170,575,303,224,37,11,2196,1339,1119,125,76,19,499,358,2030,1072,657,239,62,1046,240,239,1,806,800,6,1385,816,569,503,66,3405,1054,1456,302,337,11,177,68,2972,358,330,842,1424,18,1665,1072,593,1212,1212,0
2438,E05001431,"Kippax and Methley","Wards and Electoral Divisions",WED,15421,1337,364,0,364,973,489,404,66,14,3183,1909,1535,234,110,30,773,501,2430,1504,671,154,101,1341,333,320,13,1008,967,41,1440,701,739,672,67,2407,713,911,193,291,16,221,62,2000,258,192,764,769,17,474,295,179,809,809,0
2439,E05001432,Kirkstall,"Wards and Electoral Divisions",WED,17363,1475,185,1,184,1290,795,401,75,19,3048,2266,1836,249,159,22,492,290,1981,1209,571,177,24,909,182,181,1,727,719,8,958,570,388,348,40,2156,613,956,165,210,1,156,55,1723,298,178,456,782,9,1097,697,400,4016,4016,0
2440,E05001433,"Middleton Park","Wards and Electoral Divisions",WED,18647,783,208,1,207,575,284,250,32,9,2341,1346,1118,159,56,13,633,362,2369,1361,725,185,98,1126,270,268,2,856,851,5,1589,930,659,585,74,3775,1087,1511,418,407,17,231,104,3647,399,449,1096,1693,10,1718,1080,638,1299,1299,0
2441,E05001434,Moortown,"Wards and Electoral Divisions",WED,16594,3029,438,1,437,2591,1632,694,214,51,4333,3234,2528,325,291,90,707,392,2227,1398,617,153,59,1403,387,386,1,1016,1010,6,765,448,317,296,21,1707,555,680,90,120,4,205,53,1014,222,133,307,343,9,821,568,253,1295,1295,0
2442,E05001435,"Morley North","Wards and Electoral Divisions",WED,16935,1799,454,1,453,1345,635,612,74,24,3804,2323,1789,346,151,37,922,559,2874,1839,764,157,114,1461,374,367,7,1087,1072,15,1365,666,699,644,55,2337,829,738,199,228,5,273,65,1900,221,189,772,709,9,499,278,221,896,896,0
2443,E05001436,"Morley South","Wards and Electoral Divisions",WED,16242,1596,352,0,352,1244,630,532,56,26,3415,2101,1655,309,111,26,857,457,2638,1619,769,138,112,1224,303,296,7,921,907,14,1306,653,653,595,58,2499,884,798,267,262,9,218,61,2132,214,243,755,908,12,631,375,256,801,801,0
2444,E05001437,"Otley and Yeadon","Wards and Electoral Divisions",WED,16132,1797,385,4,381,1412,773,458,146,35,3789,2446,1995,229,180,42,841,502,2236,1378,618,178,62,1672,357,349,8,1315,1280,35,1173,675,498,424,74,2516,728,978,193,286,21,232,78,1602,291,183,475,634,19,461,262,199,886,886,0
2445,E05001438,Pudsey,"Wards and Electoral Divisions",WED,16257,1475,366,0,366,1109,549,479,64,17,3375,2161,1717,292,120,32,766,448,2610,1613,751,162,84,1454,353,351,2,1101,1088,13,1243,600,643,595,48,2530,727,878,276,277,7,287,78,2030,270,235,737,783,5,636,373,263,904,904,0
2446,E05001439,Rothwell,"Wards and Electoral Divisions",WED,14764,1618,426,1,425,1192,555,536,75,26,3215,1945,1524,260,134,27,801,469,2417,1571,621,149,76,1223,329,325,4,894,885,9,1169,593,576,521,55,2155,688,796,202,169,10,225,65,1624,218,142,631,621,12,488,312,176,855,855,0
2447,E05001440,Roundhay,"Wards and Electoral Divisions",WED,15953,3215,522,3,519,2693,1687,617,347,42,4268,3122,2428,305,321,68,739,407,1844,1084,536,193,31,1373,369,367,2,1004,995,9,637,388,249,225,24,1452,462,580,71,119,3,153,64,854,192,99,237,322,4,1017,770,247,1293,1293,0
2448,E05001441,"Temple Newsam","Wards and Electoral Divisions",WED,15518,1238,313,1,312,925,502,346,58,19,3078,1950,1562,214,137,37,691,437,2413,1483,624,223,83,1247,305,305,0,942,934,8,1213,611,602,534,68,2335,685,923,208,221,11,225,62,2021,258,225,648,874,16,863,571,292,1110,1110,0
2449,E05001442,Weetwood,"Wards and Electoral Divisions",WED,17322,2567,368,5,363,2199,1371,564,237,27,3754,2763,2199,273,245,46,643,348,1776,1116,463,164,33,1090,272,268,4,818,815,3,755,425,330,292,38,1531,453,652,80,113,4,157,72,952,206,84,277,379,6,759,521,238,4138,4138,0
2450,E05001443,Wetherby,"Wards and Electoral Divisions",WED,14709,2409,611,9,602,1798,935,579,250,34,3574,2141,1612,257,196,76,1007,426,2077,1397,525,106,49,1416,396,375,21,1020,973,47,804,504,300,264,36,1670,556,563,128,135,28,215,45,1320,226,159,395,520,20,647,542,105,792,792,0
2451,E05001444,"Ackworth, North Elmsall and Upton","Wards and Electoral Divisions",WED,11950,1024,279,2,277,745,402,235,99,9,2513,1523,1299,109,99,16,638,352,1444,817,462,110,55,1092,324,305,19,768,734,34,990,540,450,389,61,1620,451,654,116,202,11,123,63,2129,175,276,665,1002,11,478,319,159,660,660,0
2452,E05001445,"Airedale and Ferry Fryston","Wards and Electoral Divisions",WED,10596,380,114,0,114,266,141,94,26,5,1181,605,509,57,34,5,363,213,1063,583,356,81,43,610,173,173,0,437,426,11,1067,608,459,382,77,2207,598,742,221,453,13,137,43,2588,269,351,769,1180,19,989,682,307,511,511,0
2453,E05001446,"Altofts and Whitwood","Wards and Electoral Divisions",WED,12127,749,206,0,206,543,283,221,31,8,2144,1230,1019,136,68,7,561,353,1740,1028,505,144,63,872,238,233,5,634,623,11,1096,558,538,473,65,2006,562,715,209,310,3,151,56,2361,240,294,711,1107,9,523,336,187,636,636,0
2454,E05001447,"Castleford Central and Glasshoughton","Wards and Electoral Divisions",WED,11713,567,173,2,171,394,214,150,30,0,1837,1044,837,119,76,12,513,280,1491,844,467,114,66,749,179,178,1,570,567,3,1227,684,543,473,70,2405,684,861,256,380,7,158,59,2345,252,297,730,1054,12,528,353,175,564,564,0
2455,E05001448,"Crofton, Ryhill and Walton","Wards and Electoral Divisions",WED,11270,950,277,4,273,673,358,214,93,8,2218,1382,1122,150,88,22,528,308,1462,871,428,121,42,948,284,277,7,664,642,22,933,518,415,344,71,1887,590,697,148,222,9,158,63,1785,209,212,658,698,8,411,265,146,676,676,0
2456,E05001449,Featherstone,"Wards and Electoral Divisions",WED,11749,510,159,0,159,351,190,129,24,8,1647,934,755,106,60,13,461,252,1260,715,389,112,44,864,262,249,13,602,585,17,1103,605,498,423,75,2357,638,865,245,404,14,141,50,2645,245,414,858,1117,11,767,519,248,596,596,0
2457,E05001450,Hemsworth,"Wards and Electoral Divisions",WED,11312,474,148,0,148,326,184,109,26,7,1547,895,762,70,53,10,432,220,1220,652,420,118,30,808,210,205,5,598,581,17,966,554,412,345,67,2048,588,920,165,215,10,112,38,2784,272,348,864,1273,27,803,581,222,662,662,0
2458,E05001451,"Horbury and South Ossett","Wards and Electoral Divisions",WED,11142,1016,271,1,270,745,404,271,56,14,2469,1544,1231,187,99,27,590,335,1693,1028,509,113,43,1042,280,279,1,762,754,8,814,385,429,382,47,1640,527,585,149,128,5,176,70,1503,199,172,559,568,5,388,228,160,577,577,0
2459,E05001452,Knottingley,"Wards and Electoral Divisions",WED,10156,334,137,0,137,197,95,81,17,4,1214,688,554,91,37,6,321,205,1011,557,325,89,40,543,149,142,7,394,387,7,1319,715,604,436,168,2361,637,770,355,421,10,130,38,2165,213,320,677,933,22,695,455,240,514,514,0
2460,E05001453,Normanton,"Wards and Electoral Divisions",WED,11994,673,189,0,189,484,260,180,38,6,2057,1192,964,138,79,11,558,307,1515,845,479,125,66,869,237,235,2,632,621,11,1020,545,475,400,75,2010,532,783,192,281,7,174,41,2586,221,358,674,1323,10,597,393,204,667,667,0
2461,E05001454,Ossett,"Wards and Electoral Divisions",WED,11894,978,297,0,297,681,354,268,46,13,2470,1484,1174,192,96,22,634,352,1780,1067,532,122,59,1119,301,297,4,818,808,10,1007,492,515,456,59,1826,607,602,190,196,2,180,49,1677,205,213,626,627,6,444,237,207,593,593,0
2462,E05001455,"Pontefract North","Wards and Electoral Divisions",WED,11736,685,201,1,200,484,297,150,35,2,2099,1296,1063,146,76,11,522,281,1463,861,379,157,66,787,229,226,3,558,547,11,1157,615,542,464,78,2308,625,779,196,481,15,162,50,2045,233,287,614,903,8,628,412,216,564,564,0
2463,E05001456,"Pontefract South","Wards and Electoral Divisions",WED,10841,917,275,1,274,642,356,194,78,14,2101,1317,1103,96,99,19,464,320,1396,839,366,139,52,810,250,243,7,560,538,22,943,515,428,376,52,1870,524,628,162,352,14,141,49,1681,217,213,503,739,9,543,329,214,580,580,0
2464,E05001457,"South Elmsall and South Kirkby","Wards and Electoral Divisions",WED,12833,518,164,0,164,354,186,145,19,4,1749,934,779,100,44,11,513,302,1341,741,474,102,24,855,244,240,4,611,601,10,1118,606,512,417,95,2098,559,922,174,220,12,157,54,3595,300,476,894,1910,15,837,565,272,722,722,0
2465,E05001458,"Stanley and Outwood East","Wards and Electoral Divisions",WED,11655,1100,302,0,302,798,421,307,60,10,2627,1623,1358,160,84,21,583,421,1776,1056,496,178,46,1027,255,253,2,772,756,16,974,494,480,441,39,1587,485,576,118,194,11,156,47,1514,174,145,546,638,11,401,266,135,649,649,0
2466,E05001459,"Wakefield East","Wards and Electoral Divisions",WED,11533,625,127,0,127,498,304,153,28,13,1605,1031,888,86,47,10,361,213,1126,572,356,160,38,897,223,223,0,674,674,0,805,466,339,282,57,1999,597,803,182,266,9,93,49,2444,227,402,581,1231,3,1288,936,352,744,744,0
2467,E05001460,"Wakefield North","Wards and Electoral Divisions",WED,11932,768,189,1,188,579,319,194,58,8,2033,1278,1038,141,74,25,469,286,1407,775,484,114,34,920,240,238,2,680,675,5,979,543,436,365,71,1852,524,707,182,260,9,120,50,2359,229,370,605,1150,5,926,690,236,688,688,0
2468,E05001461,"Wakefield Rural","Wards and Electoral Divisions",WED,12991,1419,417,0,417,1002,506,353,124,19,3025,1833,1483,199,122,29,768,424,1788,1079,486,157,66,1293,361,341,20,932,889,43,923,472,451,389,62,1732,565,640,135,168,17,155,52,1635,269,152,577,621,16,483,314,169,693,693,0
2469,E05001462,"Wakefield South","Wards and Electoral Divisions",WED,9846,1247,296,3,293,951,525,268,141,17,2158,1407,1140,137,109,21,497,254,1210,772,330,84,24,790,230,228,2,560,556,4,585,355,230,196,34,1281,419,479,106,129,9,88,51,1377,173,191,337,671,5,606,417,189,592,592,0
2470,E05001463,"Wakefield West","Wards and Electoral Divisions",WED,11015,539,163,0,163,376,208,122,40,6,1686,1004,804,113,74,13,428,254,1207,686,391,108,22,783,182,181,1,601,594,7,915,524,391,350,41,2046,674,744,201,222,11,135,59,2141,245,260,634,995,7,946,615,331,752,752,0
2471,E05001464,"Wrenthorpe and Outwood West","Wards and Electoral Divisions",WED,10712,965,290,1,289,675,353,257,54,11,2434,1488,1186,173,101,28,581,365,1682,1048,469,113,52,943,245,241,4,698,684,14,792,420,372,337,35,1536,475,564,120,154,7,149,67,1373,174,155,472,568,4,379,252,127,608,608,0
8330,E05008558,Almondbury,"Wards and Electoral Divisions",WED,13403,1267,362,0,362,905,475,312,103,15,2829,1800,1465,181,122,32,685,344,1689,1008,495,138,48,1139,313,311,2,826,811,15,1023,570,453,400,53,2030,605,738,164,282,3,190,48,1627,199,266,485,668,9,617,378,239,1182,1182,0
8331,E05008559,"Colne Valley","Wards and Electoral Divisions",WED,13005,1435,339,2,337,1096,601,350,123,22,3035,2030,1613,191,193,33,661,344,1582,886,470,161,65,1487,370,362,8,1117,1078,39,1083,554,529,428,101,1732,428,683,177,241,11,148,44,1506,153,274,496,571,12,415,222,193,730,730,0
8332,E05008560,"Crosland Moor and Netherton","Wards and Electoral Divisions",WED,13140,912,211,0,211,701,376,218,95,12,2025,1356,1085,124,114,33,428,241,1421,801,447,125,48,1238,346,342,4,892,876,16,868,451,417,372,45,1799,548,646,150,244,10,139,62,1791,195,419,423,748,6,1758,1447,311,1328,1328,0
8333,E05008561,"Holme Valley North","Wards and Electoral Divisions",WED,12173,1647,478,3,475,1169,600,398,153,18,2970,1916,1501,201,168,46,705,349,1632,948,509,127,48,1273,355,340,15,918,890,28,833,433,400,349,51,1512,453,501,135,199,4,170,50,1199,176,201,399,417,6,351,219,132,756,756,0
8334,E05008562,Kirkburton,"Wards and Electoral Divisions",WED,12561,1748,508,6,502,1240,617,417,179,27,3058,1966,1538,214,172,42,742,350,1424,888,394,100,42,1318,390,375,15,928,869,59,747,415,332,287,45,1185,334,407,96,133,14,156,45,994,152,161,326,340,15,263,140,123,1824,1824,0
